starttime	seconds	ctime	dtime	ttime	wait
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	7
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	4
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	6
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	4
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	4
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	12
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	11
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	6
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:00 2024	1732878120	1	29	30	3
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	10
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	10
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	10
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	4
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	6
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	6
Fri Nov 29 19:02:03 2024	1732878123	1	29	30	5
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	4
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	4
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	4
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	7
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	7
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	4
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	7
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	6
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	8
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	5
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	10
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	10
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	11
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	6
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	4
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	8
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	10
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	10
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	10
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	8
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	7
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	1	29	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	10
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	10
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	4
Fri Nov 29 19:02:01 2024	1732878121	1	29	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	4
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	10
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	10
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	6
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	1	29	30	9
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	6
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	10
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	4
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	1	29	30	3
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	3
Fri Nov 29 19:02:00 2024	1732878120	1	29	30	4
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	10
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	10
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	9
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	4
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	6
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	6
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	3
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	8
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	10
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	4
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	6
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	8
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	9
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	10
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	7
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:06 2024	1732878126	0	30	30	8
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	6
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	7
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:06 2024	1732878126	0	30	30	5
Fri Nov 29 19:02:06 2024	1732878126	1	29	30	6
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	7
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	5
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	11
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	8
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	4
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	10
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	10
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	8
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	8
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	10
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	1	29	30	7
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	7
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	4
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	6
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	1	29	30	3
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	4
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	3
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	9
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	10
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	10
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	1	29	30	6
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	6
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	6
Fri Nov 29 19:01:59 2024	1732878119	1	29	30	7
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	1	29	30	8
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:06 2024	1732878126	1	29	30	9
Fri Nov 29 19:02:06 2024	1732878126	0	30	30	4
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	10
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	8
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:01:59 2024	1732878119	1	29	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	1	29	30	4
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	7
Fri Nov 29 19:01:59 2024	1732878119	1	29	30	7
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:02:06 2024	1732878126	0	30	30	3
Fri Nov 29 19:01:57 2024	1732878117	1	29	30	4
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	4
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	1	29	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	9
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	8
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	10
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	11
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	7
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	3
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	10
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	11
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	11
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	4
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	4
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:04 2024	1732878124	1	29	30	8
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	1	29	30	5
Fri Nov 29 19:02:00 2024	1732878120	1	29	30	4
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	4
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	11
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	10
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	8
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	9
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	10
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	3
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	6
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	1	29	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	1	29	30	6
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	4
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	8
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	4
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	8
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	5
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	6
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	7
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	4
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	7
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	6
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	4
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	5
Fri Nov 29 19:01:56 2024	1732878116	1	29	30	4
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	3
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	8
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	4
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	3
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	4
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	8
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	4
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	1	29	30	8
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	7
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	10
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	8
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	9
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	11
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:01:58 2024	1732878118	1	29	30	8
Fri Nov 29 19:02:02 2024	1732878122	1	29	30	7
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	6
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	11
Fri Nov 29 19:02:05 2024	1732878125	1	29	30	10
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	8
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	6
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	11
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	6
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	4
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	8
Fri Nov 29 19:01:57 2024	1732878117	0	30	30	8
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	5
Fri Nov 29 19:01:58 2024	1732878118	1	29	30	6
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	6
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	9
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	3
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	8
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	4
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	7
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	8
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	7
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	6
Fri Nov 29 19:02:00 2024	1732878120	1	29	30	3
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	1	29	30	10
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	11
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	9
Fri Nov 29 19:02:05 2024	1732878125	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	6
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	9
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	9
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:01:56 2024	1732878116	0	30	30	7
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	11
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	8
Fri Nov 29 19:02:04 2024	1732878124	0	30	30	7
Fri Nov 29 19:01:59 2024	1732878119	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	9
Fri Nov 29 19:01:58 2024	1732878118	0	30	30	8
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:05 2024	1732878125	1	29	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:03 2024	1732878123	0	30	30	10
Fri Nov 29 19:02:00 2024	1732878120	1	29	30	5
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	8
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	9
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	10
Fri Nov 29 19:02:02 2024	1732878122	0	30	30	8
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	5
Fri Nov 29 19:02:01 2024	1732878121	0	30	30	7
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	5
Fri Nov 29 19:02:00 2024	1732878120	0	30	30	6
